index,TW_NO,TW_TIME,TW_TEXT,FAV,RT,PERSON,PERSON_LABEL
753,204567162621411329,2012-05-21 22:39:46,山里さんって俺の一個上だったんすね！今までの罵詈雑言申し訳ございませんでした！文責若林,39,29,若林,1
754,204553670182973440,2012-05-21 21:46:10,すいません！失われた大学生活を取り戻したくて、ついフットサルなんて言ってしまいました！文責若林,29,18,若林,1
755,204524661244035072,2012-05-21 19:50:53,せっかく痩せたのに名前が極太に…で？なに？打ち上げにフットサル？あのキーパーの格好してCMやってるからか！？どうした！？文責山里,24,16,山里,0
756,204516410108559360,2012-05-21 19:18:06,極太さん！たりないふたりの打ち上げはスポッチャでフットサルとバスケにしませんか？文責若林,38,22,若林,1
757,204473586944192512,2012-05-21 16:27:56,ここにきて新しいキャラクター出してきたっ！そして、太のみになった僕…ラストに向けて自由度がマックスになりつつある若林くん…僕の手にはおえなくなってきた…文責山里,24,14,山里,0
758,204470989176840193,2012-05-21 16:17:37,太よ、抗うな、受け入れろ、全てのあだ名は繋がっている。自分を解放するのだ。そうすれば、太は救われるだろう。文責若林,44,25,若林,1
759,204470347725152256,2012-05-21 16:15:04,正しくは、ブーリブリブリブリ！なんですが、略してブリブリです。文責若林,39,18,若林,1
760,204467870237868033,2012-05-21 16:05:13,あと、僕の名前の省略方法の不器用さもやめてください。基本は山ちゃんです。なぜそこ以外をピックアップするのか…文責山里,25,10,山里,0
761,204467281240137729,2012-05-21 16:02:53,ブリブリ…？僕の事か！？なぁ、若林くんブリブリとは僕の事か！？あなたからいただくニックネームは一度として納得ができた事がない！僕怒ってるブリ！文責山里,35,19,山里,0
762,204466558951636992,2012-05-21 16:00:01,そして、あの打ち合わせ中、おばポタの再確認をされていた事にも今驚いている…その時言わずに少しねかせてからツイッターで言う若林くん…文責山里,27,9,山里,0
763,204466345520267264,2012-05-21 15:59:10,ブリブリと毎日のように会うのも、あと4日と思うと寂しくなるなぁ。たりないが終わった後、別の現場で会ったらどんな感じにすればいいだろうか？文責若林,43,22,若林,1
764,204466123733872640,2012-05-21 15:58:17,温泉旅行当日「ちょっと膵臓があれらしくって…」とかこちらが確認しようのない不調(嘘)を訴えドタキャンをかます若林くんが見える…文責山里,30,12,山里,0
765,204462767674097665,2012-05-21 15:44:57,あと3日！くぅーー。文責若林,38,21,若林,1
766,204461248950177792,2012-05-21 15:38:55,いやぁ～、亮ちゃん、たりふたスタッフのみなさん、最後の収録が終わったら温泉旅行でもどうっすか？パーっと行きましょうよぅ！文責若林,48,26,若林,1
767,204294499592192000,2012-05-21 04:36:18,帰宅。里さんは日テレに泊まる模様。終わり際睡魔に必死に耐えながらペンを動かしていたように見えた。その姿を見て、やはりおばあちゃんのポタポタ焼きの絵に似ていることを再確認。文責若林,57,33,若林,1
768,204025722216521730,2012-05-20 10:48:17,オウッオウ(嬉しい)オウッオウ(ラストスパート頑張ろう)若林くんから急遽いただいたセイウチのヤマちゃんというキャラクターが全くつかめません…文責山里,32,20,山里,0
769,203964088785702913,2012-05-20 06:43:22,お笑いオタクだった学生の時、芸人さんがスタッフさんと徹夜して収録したなんて話を楽しそうだなー。と聞いていたけど、いざ、自分がそうなってみると時間がない！としか思わないものだなぁ。文責若林,89,45,若林,1
770,203939375434833920,2012-05-20 05:05:10,たりないふたり面白いねって、またすれ違いざまにスタッフさんに言ってもらえた！何度言われても嬉しいですね。ご褒美にヤマちゃんにバケツに入ってる生魚をあげよう！文責若林,62,42,若林,1
771,203858848132505600,2012-05-19 23:45:11,セイウチの山ちゃんが登場に選んだ川のクセが凄い…文責山里,23,11,山里,0
772,203841692753866754,2012-05-19 22:37:01,善福寺川に突然現れたセイウチのヤマちゃん。文責若林,35,26,若林,1
773,203826239293751297,2012-05-19 21:35:37,ふと見ると僕はセイウチになっていた…オウッオウ言ったりしていたっけ…文責山里,21,9,山里,0
774,203547950864023553,2012-05-19 03:09:47,セイウチのヤマちゃん。文責若林,38,23,若林,1
775,203547748702765057,2012-05-19 03:08:59,うるさいセイウチ！文責若林,41,19,若林,1
776,203345015714492416,2012-05-18 13:43:24,ラストに向けて色々と大変な中、場外乱闘の気配まで…若林くん、ラジオで僕の舞台裏をバラすんじゃないよ！僕はファンタジーなんだから！文責山里,24,10,山里,0
777,202432368986955776,2012-05-16 01:16:52,この後、1時29分からのたりないふたりも見てあげてください！文責若ちん,61,59,若林,1
778,202411026472382466,2012-05-15 23:52:03,山里さん、わたしは何回も言ってますが、あの山里さんは最高に輝いてました！そして、あの格好があんなに似合う人はいません！文責若林,26,18,若林,1
779,202307038963957761,2012-05-15 16:58:51,マジカルラジオ乱入時の私はあなたにはどう映っていたのでしょうか…薄れゆく意識の中であなたのニヤニヤした顔を見た記憶がうっすらとあります…あ、その後のたりないふたりの漫才、最長らしいね。楽しみです。文責山里,22,19,山里,0
780,202305316749185026,2012-05-15 16:52:00,スーパーチューズデー！たりないふたり、みなさん見てください！前のマジカルラジオでも何かが起きるかも！たりないふたりの漫才、おっもしろいですよー！文責若林,35,38,若林,1
781,201976918181019648,2012-05-14 19:07:04,「また」はやめなさい！「また」は…今回は意味合いが全然違うんだから…文責山里,18,8,山里,0
782,201946493836468224,2012-05-14 17:06:10,あ！山里さんがまたヤフートピックスに載ってる！文責若林,27,22,若林,1
784,201874793685983233,2012-05-14 12:21:16,山里さん、お帰りなさい！着陸の瞬間ってやっぱり眼鏡ズレるんですか？例えば、飛行機をスケルトンで想像したとして、山里さんが空から降りてくるってなんか面白いですね。使徒みたいですね。文責若林,66,80,若林,1
785,201688915650940929,2012-05-14 00:02:39,わかばのブランケットのような暖かく包むつぶやきのラッシュ…目が死んでない事を祈っております。にしても本当に皆様ありがとうございました！無理だった方にもなんとか届けられるよう頑張ります！文責山里,23,21,山里,0
786,201568153820610561,2012-05-13 16:02:47,ブランケット完売ありがとうございます！買えなかった方もたくさん居たみたいで、朝早く起きて、寒い中遠くから来ていただいたのに本当に申し訳ないです。皆さんのおかげでまた収録が出来ます。文責若林,39,36,若林,1
787,201388587147739136,2012-05-13 04:09:15,もう付近に着いてる人もいるのかな？寒いですから、本当風邪ひかないように！文責若林,41,22,若林,1
788,201325944462524417,2012-05-13 00:00:20,毎回、地方から買いに来てくれる方、本当にありがとうございます！文責若林,27,20,若林,1
789,201295959819436032,2012-05-12 22:01:11,明日はたりないふたり最後の収録のブランケット販売日ですね！なんだか急にまた寒くなったので、並んでくれる方はブランケットなどをお持ちください。風邪などひかないように。文責若林,41,36,若林,1
790,201163851855695873,2012-05-12 13:16:14,確かにそうですね！でも、打ち上げの山里さんの即興創作落語は最高でした！何度聴いてもいいってやつでした。タイトルが言えないのが実に惜しいです。文責若林,28,17,若林,1
791,200880082368212992,2012-05-11 18:28:38,安心して若林くん、あの打ち上げの会話の内容を思い出したら納得できるから…文責山里,18,11,山里,0
792,200878862517809152,2012-05-11 18:23:47,飲み会嫌いだという企画をやりながらも、たりないふたりの打ち上げには参加することに罪悪感があります。文責若林,34,25,若林,1
793,200867942131445760,2012-05-11 17:40:24,まずはたりないふたり観覧にきて下さった方々ありがとうございました！おかげで楽しい収録になりました！そして、若林くん、漫才の登場の手の位置に気付いていたか…だって、オードリーのオールナイトで色々言われるから怖いのよ…しかし、目には目を…文責山里,29,19,山里,0
794,200838892000264192,2012-05-11 15:44:57,たりないふたりの漫才で板付きする時、山里さんの手が邪魔だとオールナイトで言ったからか、昨日、山里さんがちょっとだけ手を畳んでくれてたような気がする。申し訳ないなぁ。文責若林,37,23,若林,1
795,200833623946039296,2012-05-11 15:24:01,昨日見にきてくれた方ありがとうございました！マグカップで美味しいハーブティーでも飲みながら、たりないふたりのことを思い出してやってください。文責若林,29,16,若林,1
868,200395407719800835,2012-05-10 10:22:43,謎の男を見守り終え、稽古場へ直行！昨日朝の4時まで色々とやっていたというのに若林くんがもう来てる！そして、恒例の挨拶だけして互いが部屋の隅で黙々と準備タイムに突入。若林くん、まだ壁があるのか！？文責山里,26,13,山里,0
869,200259649944043520,2012-05-10 01:23:15,補修じゃなくて補習か！そりゃ、落第しそうになるわ。文責若林,36,19,若林,1
870,200255653837676544,2012-05-10 01:07:23,山ちゃんはラジオ終わってから、家に帰れないで明日の仕事してからたりないふたりです。だから、今日と同じパンツと靴下で明日の舞台に上がると思います。前の方の席の方は厚めのマスクをご持参ください。文責若林,34,35,若林,1
871,200251965920382976,2012-05-10 00:52:43,今日の漫才の稽古は山ちゃんにアドリブを二つ採用してもらいました！100中2発当たりました！アドリブにぶーたれながらも返してくれる山ちゃんに感謝です。文責若林,30,19,若林,1
872,200242764162674688,2012-05-10 00:16:09,明日は収録！今日は山ちゃんはラジオへ！私は居残りでスタッフさん数名と補修。高2の時、高3に上がれなさそうになって放課後、先生数名に囲まれて受けた補修を思い出しました！その話は誰の共感も得ませんでした！文責若林,39,31,若林,1
873,200031751832211457,2012-05-09 10:17:40,謎の男のクイズっすを見守り終えてココにくると、若林くんにいじられていた…とりあえず泣いてない！文責山里,18,7,山里,0
874,199952226205179904,2012-05-09 05:01:40,今日見てくれた方ありがとうございます！今日の打ち合わせでコレありの時の話が出て、コレありのスタッフさんとまた仕事が出来てるのがすごく嬉しいことだなと思いました。残りの収録が二回。山里さんと漫才があと6回出来るのが楽しみ！文責若林,36,30,若林,1
875,199948689249275906,2012-05-09 04:47:37,漁港の朝かー、アドリブの流れであれを出すか！やっぱり天才だなぁ。文責若林,26,12,若林,1
876,199947928335433729,2012-05-09 04:44:35,安島さん、おっぱいのとこ使わなくていいでしょ！文責若林,22,16,若林,1
877,199945174716137472,2012-05-09 04:33:39,一緒に見ようと声をかけられたのが、山里さんと安島さんだったので、また、オンエア後に感涙されたらどうしていいか分からなくなるので断ってしまいました。ごめんなさい。文責若林,31,18,若林,1
927,199899980696260608,2012-05-09 01:34:04,ある場所で実はどうしても言いたいのがあったのよね…それはココでリベンジをさせてもらおうかなぁ。文責山里,16,3,山里,0
928,199899457653972992,2012-05-09 01:31:59,まもなくたりないふたり#6放送！本日はふたりで愛だ恋だを語ります。文責山里,17,11,山里,0
929,199738368509231104,2012-05-08 14:51:52,さて、スーパーチューズデーです。今日は、ヤバいのは山ちゃんだけだから僕は気が楽です。山ちゃんの歪んだエロスをみなさんお楽しみください！文責若林,28,33,若林,1
930,199502835128348673,2012-05-07 23:15:57,明日の放送のたりないふたりについてスタッフさんがニヤニヤしている…確かに明日のたりないふたりは危険な香りがする…文責山里,18,12,山里,0
931,198788032470581248,2012-05-05 23:55:34,台本を書きながらの空返事が高評価に！？あの時放った咳があの技だと気づいてないのか…文責山里,21,10,山里,0
932,198785601959510018,2012-05-05 23:45:55,今日の打ち合わせでも山里さんにアメフトの話をさせてもらいました。今年のNFLの優勝チーム予想の話に相当食いついてました。文責若林,27,19,若林,1
933,198580569330814976,2012-05-05 10:11:11,あれは落書きされた肛門ではなくて、標準装備の口です…文責山里,28,31,山里,0
934,198568857525436417,2012-05-05 09:24:39,今日見たら山里さんの鼻の下に肛門の落書きがされていました。文責若林,34,42,若林,1
935,198567695581589505,2012-05-05 09:20:02,日テレに行く度に、廊下に貼ってあるたりないふたりのポスターにイタズラ書きがされてないかチェックしてます。文責若林,34,40,若林,1
936,198309347548336128,2012-05-04 16:13:27,お手軽出家体験コーナーと、シュレッダーアタック体験コーナーもあります！ただ毛布とシュレッダーが置いてあるだけです。文責若林,32,27,若林,1
937,198267611912474625,2012-05-04 13:27:36,若林くんのバナナに顔が描いてあるペンケースも出展してくれるなら考えます。文責山里,29,21,山里,0
938,198266506054877185,2012-05-04 13:23:13,たりないふたり展をやって、ガラスケースの中で山里さんのノートを公開しましょう！文責若林,31,26,若林,1
939,198209544550223872,2012-05-04 09:36:52,たりないふたりの色々を考えているノートを改めて見るととんでもない内容ばかり…「飲み会は地獄」と書き殴られているこのノート、絶対に落としたくない…文責山里,20,17,山里,0
940,197593171419594752,2012-05-02 16:47:37,あの漫才きっちり4分ぐらいのまた作ってみたいですね！後説はもうふざけないようにしますので、これで勘弁してください。明らかに制裁の意志を感じました。今日、テレビ局歩いてる時誰かに言われやしないかとドキドキしました。文責若林,26,21,若林,1
941,197576601557413888,2012-05-02 15:41:47,かなり緊張してしまいましたが楽しい漫才でしたね。妄想ボケパート、また何か作ってみましょう。若林くんバージョンもありかも。あ、後説はついに制裁が始まったねって感じ。文責山里,19,10,山里,0
942,197469685489471488,2012-05-02 08:36:56,若林くん、また違う形のができたね。いやぁ楽しい。ただ、何度見ても若林くんのアタックシリーズはしびれるね！文責山里,20,12,山里,0
943,197389851425902592,2012-05-02 03:19:42,山里さん！今日の漫才良かったっすね！あの形はたりないふたりで大事にして行きたいですね！安島さん！後説って使うんですか！？今後、後説でふざけるのはもうやめよう。お外を歩けなくなる。。文責若林,38,25,若林,1
944,197388225306824704,2012-05-02 03:13:14,みなさま、たりないふたりご視聴ありがとうございます！文責若林,25,15,若林,1
945,197342174684262400,2012-05-02 00:10:15,確かに、プライベートを発表する回だからね。お互いの純粋なプライベートの姿ですので…見てやってください…文責山里,18,10,山里,0
946,197332326190030850,2012-05-01 23:31:07,山里さん！狂気というとハードルが上がってしまうので「今日はふたりのプライベートをちょっとだけお見せしちゃいます」という謳い文句に変えておきます！文責若林,26,21,若林,1
947,197296348620533762,2012-05-01 21:08:09,お！若林くん、自分を棚にあげちゃってのお知らせ！皆様、若林くんの狂気もお楽しみください！文責山里,19,13,山里,0
948,197279997470322689,2012-05-01 20:03:11,みなさん、今日の放送で山里さんの狂気をご覧ください！文責若林,23,25,若林,1
949,197246575393775616,2012-05-01 17:50:22,若林くんが暴走モードに突入…文責山里,21,11,山里,0
950,197218901443100672,2012-05-01 16:00:24,先週の見てください！という直線的な言い方よりみなさんが反応してくれてる！銃口恐るべし！文責若林,28,16,若林,1
951,197218325544185856,2012-05-01 15:58:07,星屑が～♪こんな山ちゃんはイヤだ！立ってるのかな？と思ったらパンツに恵方巻きを入れていた！嫌ですね。自分で食べちゃったりして、あ～ん、だって。大将、いつもよりシャリの酢が効いてるね！バカヤロー！てめぇのは干瓢みたいな細さでね。下の袋縛って餅入り巾着です。だって。以上です。文責若林,59,46,若林,1
952,197212264695209984,2012-05-01 15:34:02,思いの外のみなさんの「そんなことないですよ」の反応の多さに熱いものがこみ上げてきました！山里さん、僕は改心します！文責若林,32,17,若林,1
953,197207913142558721,2012-05-01 15:16:45,(みなさまへの銃口)今日のたりないふたりはいつもよりちょっと遅い時間だから見てくれませんよね～？？文責若林,40,36,若林,1
954,197013375962726401,2012-05-01 02:23:43,俺もです！文責若林,27,16,若林,1
955,196975784076902400,2012-04-30 23:54:21,いたずらギツネ改め若林くん、たぬきはあの光景を見て熱くなっちゃったらしいよ。文責山里,31,13,山里,0
956,196901611623288832,2012-04-30 18:59:37,山里さん！今日、行列に狸が出たらしいですよ！文責若林,33,23,若林,1
957,196856428189859840,2012-04-30 16:00:04,棒読みな香りがぷーんとしてまいりましたが…いや、信じてみます。文責山里,20,11,山里,0
958,196854205275836416,2012-04-30 15:51:14,山里さん！完売やりましたね！朝から並んで買ってくださった方本当にありがとうございます！そして、心苦しいのが並んだのに買えなかった方がいるということ。当日は客席に見えるお客さん以上の人が応援してくれているんだということを胸に刻んでがんばります！文責若林,43,33,若林,1
959,196836439445606400,2012-04-30 14:40:38,星屑が～♪こんな完売はイヤだ！全員身内だ！嫌ですね～。ウチの親と山ちゃんの親が客席で「お世話になってます～」だって。Pに菓子折り渡しちゃって。饅頭の下に金入っててね。転売業者が買い占めたのに一枚も売れなかった！嫌ですね～。空の客席でパソコン打ってね。漫画喫茶か！ってね。文責若林,54,42,若林,1
960,196817527496650753,2012-04-30 13:25:29,若林くん、マグカップ完売したらしいよ！あのマグカップに注いだものはどんなモノもネガティブに仕上げてしまいそうで怖い…しかし、皆様ありがとうございました！ライブの収録の日をお楽しみに！文責山里,19,13,山里,0
961,196691235396784130,2012-04-30 05:03:39,星屑が～海に落ちて貝になったよ♪こんな山里亮太はイヤだ！メガネじゃなくて赤パプリカの細切りを顔に乗せている！嫌ですね～。生地が伸びすぎたピザみたいな顔してね。食当たりに注意つって。そのまま、石窯に入れちゃって。わ～熱い！だって。以上です。デーデーデレッデ、デデデデー♪文責若林,71,65,若林,1
962,196632274777812992,2012-04-30 01:09:22,明日はマグカップ発売！並ぶ人は日焼けに気をつけてください！みなさんが日焼けで肌が赤くなったりしたらむせぶように泣いちゃいます。文責若林,48,48,若林,1
963,196544477106679809,2012-04-29 19:20:29,"いよいよ明日発売！「山里抜きで」という注文は受け付けません文責山里RT @owarai_natalie: 「たりないふたり」グッズ第3弾は山里＆若林ペアカップ http://t.co/1FEQa8WD""",21,17,山里,0
964,196528698080501760,2012-04-29 18:17:47,同じ元テレ世代で助かりました！文責若林,26,10,若林,1
965,196472508864663552,2012-04-29 14:34:31,ほぅ…俺の上がり症もかぃ？若林くん！ただ元テレOPのコーナーが面白いから怒りは忘れてしまいそうだったよ！文責山里,24,9,山里,0
966,196461086826954752,2012-04-29 13:49:07,山里さん、昨日のラジオでのリークはたりないふたりをより多くの人に知ってもらいたいからこそのことです！文責若林,28,14,若林,1
967,196438659019440128,2012-04-29 12:20:00,星屑が～海に落ちて貝になったよ♪こんなたりないふたりはイヤだ。ピンマイクがたりない！嫌ですね～1人だけハンドマイクでね。出演者がたりない！嫌ですね～たりないふたりがひとりたりない！なんつってね。山ちゃんだけ出てきて客席ギャ～！だって。以上です。デーデーデレッデデデデデー♪文責若林,79,68,若林,1
968,196437542000791552,2012-04-29 12:15:34,"子供にまで！文責若林""@fukumiyamakki: @tarinaifutari 人生で最初に向けられた銃口は親戚が集まった席での、「お父さんとお母さんどっちが好き？」でした。気を使って、聞かれる度に交互に答えてました。""",21,15,若林,1
969,196393607480098816,2012-04-29 09:20:59,聴いたよ…若林くん、バラしたね…しかも本音ではあんな事を思っていたなんて…あ、その反撃を本番の舞台で急にしかけてきていたんだね…体の震えが止まらないよ…文責山里,34,14,山里,0
970,196322206140207104,2012-04-29 04:37:16,山里さん、き、今日のラジオ、き、聴いてました？？文責若林,42,18,若林,1
971,196321860982554624,2012-04-29 04:35:53,星屑が～海に落ちて貝になったよ♪こんなたりないふたりはイヤだ。制作費がたりない！嫌ですね～。尺がたりない！嫌ですね～。花畑の映像なんか流しちゃったりして。スタッフがたりない！嫌ですね～。片手に照明、片手にカメラかついでね。以上です。デーデーデレッデ、デデデデー♪文責若林,86,65,若林,1
972,196075748392566784,2012-04-28 12:17:55,ファイナルジャッジはどっちもどっちという両成敗でした…若林くんは、広く濃い気がするんだけどなぁ…そんな事より、こちらにお寄せいただく銃口と護身術のクオリティ！素晴らしいです！引き続きお願いします！文責山里,21,7,山里,0
973,195956506359898112,2012-04-28 04:24:06,僕は全体的に気に食わない闇で、山里さんはピンポイントな闇で、広さ深さで計算すると闇の容積はトントンですよ…そうであってくれ頼む！闇大会委員長の安島さん、ファイナルジャッジお願いします！文責若林,36,15,若林,1
974,195948239822921728,2012-04-28 03:51:15,自分を豪快に棚に上げてました…第三者の判断に任せます…ただ、若林くんの方が…いや、なんでもないです。文責山里,18,5,山里,0
976,195935186301620226,2012-04-28 02:59:23,山里さん、僕らがお互いの闇の深さを測るのは、ダサい人がファッションチェックをするようなもので信頼度に欠けます。闇の判断はたりないのスタッフに任せましょう。文責若林,39,16,若林,1
977,195646881387397120,2012-04-27 07:53:46,あの間に気付いていたのね…ほら、似てると言っても属性が同じ闇なだけで深さがあなたは深いから、ちょっと違うかなと…文責山里,28,8,山里,0
978,195542169019359232,2012-04-27 00:57:40,人の心の有無を疑われる現状。こないだ、インタビューで「お二人って似てますよね？」という質問をされた後、山里さんが一瞬の間をあけたことを私は見逃さなかった。山里さん、ジャンルの違いはあれどたりなさはトントンですよ。文責若林,40,24,若林,1
979,195380612952113152,2012-04-26 14:15:42,"これ全く同じ体験しました！子供好きなんですけどね。文責若林""@misaki39: @tarinaifutari 私は子供の写真を「どう？」と見せられるのが苦手です…まだ子供すぎてどれも同じに見えるし、ただ可愛いですね！ばっかり言ってると「子供あんまり好きじゃない？」と言われ…""",29,16,若林,1
980,195368009131495424,2012-04-26 13:25:37,"これは伝統的な銃口ですね！本当に「全然！」しか言えない！「だいぶ待ったわ！」って言える相手はこれをあんまり言ってこないよなぁ。文責若林""@mukayan: @tarinaifutari 待ち合わせに遅れてきた相手の「ごめん、待った？」もイヤです。""",25,13,若林,1
981,195323772113395714,2012-04-26 10:29:50,味方陣営からの流れ弾！文責山里RT @TANAKAzex オバサンがオバサンの悪口言ってて自分も共感しながら「そうっすよね～」て聞いてたら最後「ま、あたしもオバサンだけどさ～あはは～」つってそれまでの自分の相槌に銃口向けられたことがあります。,23,12,山里,0
982,195322646043443200,2012-04-26 10:25:22,このコンボはきつい…とりあえず元の曲を知らないで逃げ切る！文責山里RT @minase47 カラオケにて。「この曲、上手く歌えないかもしれないけど入れていい？」歌い終わって「下手だったでしょ？」の二段攻撃。,18,6,山里,0
983,195322223962230784,2012-04-26 10:23:41,人造人間ワカバヤシに人の心が芽生えつつある！？まさか…気のせいだな…文責山里,23,9,山里,0
984,195152264887926784,2012-04-25 23:08:20,"これ！ある！吹き出しました！文責若林""@kurokaminoaitu: 銃口｢うちの子バカでしょ〜｣お世話になってるおばちゃんに言われました@tarinaifutari""",20,10,若林,1
985,195148522314661888,2012-04-25 22:53:28,今日は何人かの芸人さんに「山ちゃんとやってる番組いいね！羨ましい！」と言ってもらって嬉しかった。本当に2人だけで番組出来るなんて幸せなことだなと実感した。一ヶ月のタイムラグでようやく初回のオンエア後の山里さんと安島さんの感涙が理解出来た気がする私もなかなかの人造人間。文責若林,85,52,若林,1
986,195146398956666880,2012-04-25 22:45:01,やばい！追い込まれると人造人間になるという、山里さんの悪い癖が！文責若林,31,16,若林,1
987,195145314712297472,2012-04-25 22:40:43,また銃口を人に向けてしまったのか…オレミンナコワガルオレニンゲンナカヨクシタイ…文責山里,29,12,山里,0
988,195144360629772288,2012-04-25 22:36:55,"確かに史上最強！文責若林""@renandchihiro: @tarinaifutari 私が知る限り史上最強の銃口「何歳に見える？」""",23,24,若林,1
989,195139267394142211,2012-04-25 22:16:41,そんなことないですよ～。文責若林,22,14,若林,1
990,195105551984771073,2012-04-25 20:02:43,生きにくい時代にしてるのは自らの手という説が…文責山里,22,10,山里,0
991,195029539326394368,2012-04-25 15:00:40,"これ、仕事無い時サトミツによく言ってたな～。そんで、そんなことないよ。って言われてた。恥ずかしいっす。文責若林""@kLADNACSk: @tarinaifutari 『やっぱり私には才能ないからむりだよ』って人への対応が困ります""",56,27,若林,1
992,195022512785072128,2012-04-25 14:32:45,"女性ならではの銃口ですね。文責若林""@dogyogadancer: @tarinaifutari 仕事先の年上女性「最近２キロ太っちゃってーほらここ太ったでしよ？！」２キロ位の細かい変化わかるほど見てないし、太った証拠見せられても…太りましたねとは言えないし。ねぇ。""",20,12,若林,1
993,195020569006194688,2012-04-25 14:25:01,オレも参加！山里さん、そ、そ、そんなことないっすよ～～。今、たりないの会議では弱音や自虐が極端に減り、「そんなことないでしょ」と誰かが言うと笑いが起きるようになってます。生きにくい時代ですね。文責若林,33,15,若林,1
994,194929365388234753,2012-04-25 08:22:36,僕は銃口を向けまくっているのですか？そんな事ないよね？こんな事言う僕ってめんどくさいよね？文責山里,21,8,山里,0
995,194846997478510593,2012-04-25 02:55:18,"生々しいですね！文責若林""@nmarina0307: @tarinaifutari 上司に「俺、仕事遅いからさー」と言われます。「自覚してるなら頑張れよ！」と心の中で叫んでます。""",20,12,若林,1
996,194843509751169025,2012-04-25 02:41:27,"やっぱり年齢に関する銃口多いっすね！文責若林""@mrtennisman: @tarinaifutari 歳6つ上の人に「いいねー若いって。俺なんかもうおじさんだよー」って銃口を向けられました。同じ20代なのに…""",20,12,若林,1
997,194836777054388224,2012-04-25 02:14:42,明日の寝不足覚悟でたりないふたりを見てくれたみなさん本当にありがとうございました！！みなさんが向けられた銃口も是非教えてください！覚えたてのRTをさせて頂きたいと思います！文責若林,32,24,若林,1
998,194705968691552256,2012-04-24 17:34:55,"応援してます！余裕があれば「デザートいっちゃってもいいですか？」もお試しあれ！文責若林""@crest6530: @tarinaifutari 今日、職場の飲み会です。烏龍茶の技を実践してみようと思います。頑張ります。""",26,17,若林,1
999,194685836552437760,2012-04-24 16:14:55,本日25:35～たりないふたり、よろしくお願いします！見たあとは、みなさんの経験したものも是非教えてください！その前のマジカルラジオ2もよろしくお願いします！文責若林,31,50,若林,1
1000,194633340723277824,2012-04-24 12:46:19,震え里巨大バイブレー太。文責若林,48,34,若林,1
1001,194572730140602369,2012-04-24 08:45:28,くぅっ…凄いカウンター持ってやがる…更に三つ目はココで初めて若林くんがそう思っていた事を知って体が震えだしました…文責山里,23,14,山里,0
1002,194479954019360768,2012-04-24 02:36:48,そう呼ばれるなら、こっちはM里、妬み里、痩せてさらに気持ち悪さ増し里って呼んじゃいますよ。文責若林,45,30,若林,1
1003,194470404604170240,2012-04-24 01:58:52,ワカチャン…ワカチャン…ごめん、やっぱり若林くんか悪林くん、目死んでる林くんのどれかでもう少しいかせてください。文責山里,39,25,山里,0
1004,194462933735055364,2012-04-24 01:29:11,山里さんのように山ちゃんとちゃん付けで呼ばれる芸能人に憧れがあるのですが、次の収録から僕のこと若ちゃんって呼んでもらえますか？そうすると、浸透すると思んですよ。文責若林,56,58,若林,1
1005,194288921805467648,2012-04-23 13:57:43,尊敬が弄りに取られちゃうなんて、悲しいっす！文責若林,33,24,若林,1
1006,194164839952818176,2012-04-23 05:44:39,いやぁ、若林くんのたりないふたり愛…素敵！僕も頑張るよ…ん？waka920がつっこまないでの合図？…あれ！？僕の個人のTwitterいじってる！？いじってるな！おいっ！感心を返せ！文責山里,28,17,山里,0
1007,194066579850407938,2012-04-22 23:14:12,山里さん、安島さん！遅れてすいません！waka920の説明です。たりないふたりを少しでも多くの人に知ってもらうために、つぶやく回数を増やそうと思いまして、山里さんにリアクションを貰うに値しないしょうもないつぶやきをwaka920としようと思います。どうですかね？文責若林,41,43,若林,1
1010,193822779953516544,2012-04-22 07:05:26,タッグ技！文責山里RT @asamiaudreylove ｢2人で抜け出す方法｣ 一人がやたら飲み物を飲んでる時に｢ちょっとトイレに…｣と伝えてトイレへ。長い時間帰ってこないのをもう一人が心配しているフリして見に。介抱しながら戻り｢すいません、こいつと一緒に帰ります｣と伝える,19,8,山里,0
1011,193821819361427456,2012-04-22 07:01:37,本音がパンチありすぎて後半が心に届いてこないです…とにかく続けてくれるのね。皆様、若林くんのたりないふたりツイッター卒業を防げるのは僕ではなく皆様のようなので、お願いします。文責山里,23,15,山里,0
1012,193782667660115968,2012-04-22 04:26:02,山里さん安島さん！Twitterやるのクソめんどくさいけど、たりないふたりを見てくれる人が1人でも増えるようにがんばります！みなさん、たりないふたり来週も絶対見てください！漫才、おっもしろいですよ～～。おやすみなさい！文責若林,47,45,若林,1
1013,193781661773725696,2012-04-22 04:22:03,下の方法は、2人でやるパターンで今までに無い！俺と山里さんで協力したら良いかも！？いや、匂い過ぎる2人か？？文責若林,24,15,若林,1
1014,193722662063833089,2012-04-22 00:27:36,どう?と聞かれましても…文責山里,21,7,山里,0
1015,193721001052344320,2012-04-22 00:21:00,そのオオサンショウウオ凶暴につき。っていうコピー、すごく好きなんですよ。山里さんはどうですか？文責若林,37,20,若林,1
1016,193719189528248320,2012-04-22 00:13:48,お、おぅ…ラジオ前にすまなかったね…ファン感があまり感じられな…いや、とりあえずラジオ頑張って。文責山里,23,9,山里,0
1017,193718382535782400,2012-04-22 00:10:36,今日のラジオは色々たてこんでまして、山里さんのことを一切話しません！すいません！ですが、私は三年前と変わらず、山里亮太のファンです！文責若林,36,20,若林,1
